Title,Body,Status,Priority,Wave,Effort,Theme,Implementation Ready,Source Kind,Source Repo,Source Ref,Source URL,Labels,Board ID
"Add robust stream/non-stream parity tests for ""Need maintainer-handled codex translator compatibility for Responses compaction fields"" across supported providers.",Execution item CP2K-0257 | Source: router-for-me/CLIProxyAPI issue#1667 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1667 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#1667,https://github.com/router-for-me/CLIProxyAPI/issues/1667,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0257
"Refactor internals touched by ""codex: usage_limit_reached (429) should honor resets_at/resets_in_seconds as next_retry_after"" to reduce coupling and improve maintainability.",Execution item CP2K-0258 | Source: router-for-me/CLIProxyAPI issue#1666 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1666 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#1666,https://github.com/router-for-me/CLIProxyAPI/issues/1666,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0258
"Standardize naming/metadata affected by ""fix(claude): token exchange blocked by Cloudflare managed challenge on console.anthropic.com"" across both repos and docs.","Execution item CP2K-0260 | Source: router-for-me/CLIProxyAPI issue#1659 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1659 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1659,https://github.com/router-for-me/CLIProxyAPI/issues/1659,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0260
"Operationalize ""All credentials for model claude-sonnet-4-6 are cooling down"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0263 | Source: router-for-me/CLIProxyAPI issue#1655 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1655 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#1655,https://github.com/router-for-me/CLIProxyAPI/issues/1655,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0263
"Improve CLI UX around ""Claude Sonnet 4.5 models are deprecated - please remove from panel"" with clearer commands, flags, and immediate validation feedback.",Execution item CP2K-0265 | Source: router-for-me/CLIProxyAPI issue#1651 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1651 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1651,https://github.com/router-for-me/CLIProxyAPI/issues/1651,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0265
"Add robust stream/non-stream parity tests for ""codex 返回 Unsupported parameter: response_format"" across supported providers.",Execution item CP2K-0267 | Source: router-for-me/CLIProxyAPI issue#1647 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1647 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1647,https://github.com/router-for-me/CLIProxyAPI/issues/1647,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0267
"Refactor internals touched by ""Bug: Invalid JSON payload when tool_result has no content field (antigravity translator)"" to reduce coupling and improve maintainability.",Execution item CP2K-0268 | Source: router-for-me/CLIProxyAPI issue#1646 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1646 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1646,https://github.com/router-for-me/CLIProxyAPI/issues/1646,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0268
"Create or refresh provider quickstart derived from ""是否支持微软账号的反代？"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0272 | Source: router-for-me/CLIProxyAPI issue#1632 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1632 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#1632,https://github.com/router-for-me/CLIProxyAPI/issues/1632,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0272
"Generalize ""Claude Sonnet 4.5 is no longer available. Please switch to Claude Sonnet 4.6."" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-0274 | Source: router-for-me/CLIProxyAPI issue#1630 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1630 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1630,https://github.com/router-for-me/CLIProxyAPI/issues/1630,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0274
"Add robust stream/non-stream parity tests for ""Question: applyClaudeHeaders() — how were these defaults chosen?"" across supported providers.",Execution item CP2K-0277 | Source: router-for-me/CLIProxyAPI issue#1621 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1621 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1621,https://github.com/router-for-me/CLIProxyAPI/issues/1621,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0277
"Refactor internals touched by ""[BUG] claude code 接入 cliproxyapi 使用时，模型的输出没有呈现流式，而是一下子蹦出来回答结果"" to reduce coupling and improve maintainability.",Execution item CP2K-0278 | Source: router-for-me/CLIProxyAPI issue#1620 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1620 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#1620,https://github.com/router-for-me/CLIProxyAPI/issues/1620,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0278
"Follow up ""[bug] codex oauth登录流程失败"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-0281 | Source: router-for-me/CLIProxyAPI issue#1612 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1612 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,provider-model-registry,yes,issue,router-for-me/CLIProxyAPI,issue#1612,https://github.com/router-for-me/CLIProxyAPI/issues/1612,"board-2000,theme:provider-model-registry,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0281
"Harden ""qwen auth 里获取到了 qwen3.5，但是 ai 客户端获取不到这个模型"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-0282 | Source: router-for-me/CLIProxyAPI issue#1611 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1611 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#1611,https://github.com/router-for-me/CLIProxyAPI/issues/1611,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0282
"Operationalize ""fix: handle response.function_call_arguments.done in codex→claude streaming translator"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0283 | Source: router-for-me/CLIProxyAPI issue#1609 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1609 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#1609,https://github.com/router-for-me/CLIProxyAPI/issues/1609,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0283
"Extend docs for ""[Feature Request] Antigravity channel should support routing claude-haiku-4-5-20251001 model (used by Claude Code pre-flight checks)"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0286 | Source: router-for-me/CLIProxyAPI issue#1596 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1596 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1596,https://github.com/router-for-me/CLIProxyAPI/issues/1596,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0286
"Create or refresh provider quickstart derived from ""[Bug] Claude Code 2.1.37 random cch in x-anthropic-billing-header causes severe prompt-cache miss on third-party upstreams"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0289 | Source: router-for-me/CLIProxyAPI issue#1592 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1592 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#1592,https://github.com/router-for-me/CLIProxyAPI/issues/1592,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0289
"Follow up ""配额管理可以刷出额度，但是调用的时候提示额度不足"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-0291 | Source: router-for-me/CLIProxyAPI issue#1590 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1590 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#1590,https://github.com/router-for-me/CLIProxyAPI/issues/1590,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0291
"Operationalize ""iflow GLM 5 时不时会返回 406"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0293 | Source: router-for-me/CLIProxyAPI issue#1588 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1588 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1588,https://github.com/router-for-me/CLIProxyAPI/issues/1588,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0293
"Extend docs for ""bug: Invalid thinking block signature when switching from Gemini CLI to Claude OAuth mid-conversation"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0296 | Source: router-for-me/CLIProxyAPI issue#1584 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1584 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1584,https://github.com/router-for-me/CLIProxyAPI/issues/1584,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0296
"Add robust stream/non-stream parity tests for ""I saved 10M tokens (89%) on my Claude Code sessions with a CLI proxy"" across supported providers.",Execution item CP2K-0297 | Source: router-for-me/CLIProxyAPI issue#1583 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/1583 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#1583,https://github.com/router-for-me/CLIProxyAPI/issues/1583,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0297
