id,theme,title,priority,effort,wave,status,implementation_ready,source_kind,source_repo,source_ref,source_url,implementation_note
CP2K-0334,thinking-and-reasoning,"Generalize ""openclaw调用CPA 中的codex5.2 报错。"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1517,https://github.com/router-for-me/CLIProxyAPI/issues/1517,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0336,thinking-and-reasoning,"Extend docs for ""Token refresh logic fails with generic 500 error (""server busy"") from iflow provider"" with quickstart snippets and troubleshooting decision trees.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1514,https://github.com/router-for-me/CLIProxyAPI/issues/1514,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0337,responses-and-chat-compat,"Add robust stream/non-stream parity tests for ""bug: Nullable type arrays in tool schemas cause 400 error on Antigravity/Droid Factory"" across supported providers.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1513,https://github.com/router-for-me/CLIProxyAPI/issues/1513,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0340,docs-quickstarts,"Create or refresh provider quickstart derived from ""反重力 claude-opus-4-6-thinking 模型如何通过 () 实现强行思考"" with setup/auth/model/sanity-check flow.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1509,https://github.com/router-for-me/CLIProxyAPI/issues/1509,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0341,thinking-and-reasoning,"Follow up ""Feature: Per-OAuth-Account Outbound Proxy Enforcement for Google (Gemini/Antigravity) + OpenAI Codex – incl. Token Refresh and optional Strict/Fail-Closed Mode"" by closing compatibility gaps and locking in regression coverage.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1508,https://github.com/router-for-me/CLIProxyAPI/issues/1508,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0353,provider-model-registry,"Operationalize ""Feature request [allow to configure RPM, TPM, RPD, TPD]"" with observability, runbook updates, and deployment safeguards.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1493,https://github.com/router-for-me/CLIProxyAPI/issues/1493,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0354,thinking-and-reasoning,"Generalize ""Antigravity using Ultra plan: Opus 4.6 gets 429 on CLIProxy but runs with Opencode-Auth"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1486,https://github.com/router-for-me/CLIProxyAPI/issues/1486,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0357,docs-quickstarts,"Create or refresh provider quickstart derived from ""Amp code doesn't route through CLIProxyAPI"" with setup/auth/model/sanity-check flow.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1481,https://github.com/router-for-me/CLIProxyAPI/issues/1481,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0358,responses-and-chat-compat,"Refactor internals touched by ""导入kiro账户，过一段时间就失效了"" to reduce coupling and improve maintainability.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1480,https://github.com/router-for-me/CLIProxyAPI/issues/1480,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0359,responses-and-chat-compat,"Prepare safe rollout for ""openai-compatibility: streaming response empty when translating Codex protocol (/v1/responses) to OpenAI chat/completions"" via flags, migration docs, and backward-compat tests.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1478,https://github.com/router-for-me/CLIProxyAPI/issues/1478,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0360,thinking-and-reasoning,"Standardize naming/metadata affected by ""bug: request-level metadata fields injected into contents[] causing Gemini API rejection (v6.8.4)"" across both repos and docs.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1477,https://github.com/router-for-me/CLIProxyAPI/issues/1477,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0366,thinking-and-reasoning,"Extend docs for ""model not found for gpt-5.3-codex"" with quickstart snippets and troubleshooting decision trees.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1463,https://github.com/router-for-me/CLIProxyAPI/issues/1463,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0370,provider-model-registry,"Standardize naming/metadata affected by ""When I don’t add the authentication file, opening Claude Code keeps throwing a 500 error, instead of directly using the AI provider I’ve configured."" across both repos and docs.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1455,https://github.com/router-for-me/CLIProxyAPI/issues/1455,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0371,oauth-and-authentication,"Follow up ""6.7.53版本反重力无法看到opus-4.6模型"" by closing compatibility gaps and locking in regression coverage.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1453,https://github.com/router-for-me/CLIProxyAPI/issues/1453,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0372,oauth-and-authentication,"Harden ""Codex OAuth failed"" with stricter validation, safer defaults, and explicit fallback semantics.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1451,https://github.com/router-for-me/CLIProxyAPI/issues/1451,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0373,responses-and-chat-compat,"Operationalize ""Google asking to Verify account"" with observability, runbook updates, and deployment safeguards.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1447,https://github.com/router-for-me/CLIProxyAPI/issues/1447,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0374,docs-quickstarts,"Create or refresh provider quickstart derived from ""API Error"" with setup/auth/model/sanity-check flow.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1445,https://github.com/router-for-me/CLIProxyAPI/issues/1445,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0375,responses-and-chat-compat,"Improve CLI UX around ""Unable to use GPT 5.3 codex (model_not_found)"" with clearer commands, flags, and immediate validation feedback.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1443,https://github.com/router-for-me/CLIProxyAPI/issues/1443,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0376,responses-and-chat-compat,"Extend docs for ""gpt-5.3-codex 请求400 显示不存在该模型"" with quickstart snippets and troubleshooting decision trees.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1442,https://github.com/router-for-me/CLIProxyAPI/issues/1442,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0381,thinking-and-reasoning,"Follow up ""[BUG] Invalid JSON payload with large requests (~290KB) - truncated body"" by closing compatibility gaps and locking in regression coverage.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1433,https://github.com/router-for-me/CLIProxyAPI/issues/1433,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0384,responses-and-chat-compat,"Generalize ""[v6.7.47] 接入智谱 Plan 计划后请求报错"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1430,https://github.com/router-for-me/CLIProxyAPI/issues/1430,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0387,thinking-and-reasoning,"Add robust stream/non-stream parity tests for ""bug: Claude → Gemini translation fails due to unsupported JSON Schema fields ($id, patternProperties)"" across supported providers.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1424,https://github.com/router-for-me/CLIProxyAPI/issues/1424,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0390,thinking-and-reasoning,"Standardize naming/metadata affected by ""Security Review: Apply Lessons from Supermemory Security Findings"" across both repos and docs.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1418,https://github.com/router-for-me/CLIProxyAPI/issues/1418,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0391,docs-quickstarts,"Create or refresh provider quickstart derived from ""Add Webhook Support for Document Lifecycle Events"" with setup/auth/model/sanity-check flow.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1417,https://github.com/router-for-me/CLIProxyAPI/issues/1417,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0394,provider-model-registry,"Generalize ""Add Document Processor for PDF and URL Content Extraction"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1414,https://github.com/router-for-me/CLIProxyAPI/issues/1414,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0398,thinking-and-reasoning,"Refactor internals touched by ""Implement MCP Server for Memory Operations"" to reduce coupling and improve maintainability.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1410,https://github.com/router-for-me/CLIProxyAPI/issues/1410,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0400,thinking-and-reasoning,"Standardize naming/metadata affected by ""Bug: /v1/responses returns 400 ""Input must be a list"" when input is string (regression 6.7.42, Droid auto-compress broken)"" across both repos and docs.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1403,https://github.com/router-for-me/CLIProxyAPI/issues/1403,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0401,thinking-and-reasoning,"Follow up ""Factory Droid CLI got 404"" by closing compatibility gaps and locking in regression coverage.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1401,https://github.com/router-for-me/CLIProxyAPI/issues/1401,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0403,oauth-and-authentication,"Operationalize ""Feature request: Cursor CLI support"" with observability, runbook updates, and deployment safeguards.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1399,https://github.com/router-for-me/CLIProxyAPI/issues/1399,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0404,thinking-and-reasoning,"Generalize ""bug: Invalid signature in thinking block (API 400) on follow-up requests"" into provider-agnostic translation/utilities to reduce duplicate logic.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1398,https://github.com/router-for-me/CLIProxyAPI/issues/1398,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0407,responses-and-chat-compat,"Add robust stream/non-stream parity tests for ""Session title generation fails for Claude models via Antigravity provider (OpenCode)"" across supported providers.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1394,https://github.com/router-for-me/CLIProxyAPI/issues/1394,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0408,docs-quickstarts,"Create or refresh provider quickstart derived from ""反代反重力请求gemini-3-pro-image-preview接口报错"" with setup/auth/model/sanity-check flow.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1393,https://github.com/router-for-me/CLIProxyAPI/issues/1393,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0409,responses-and-chat-compat,"Prepare safe rollout for ""[Feature Request] Implement automatic account rotation on VALIDATION_REQUIRED errors"" via flags, migration docs, and backward-compat tests.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1392,https://github.com/router-for-me/CLIProxyAPI/issues/1392,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0413,websocket-and-streaming,"Operationalize ""在codex运行报错"" with observability, runbook updates, and deployment safeguards.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1406,https://github.com/router-for-me/CLIProxyAPI/issues/1406,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0415,oauth-and-authentication,"Improve CLI UX around ""Claude authentication failed in v6.7.41 (works in v6.7.25)"" with clearer commands, flags, and immediate validation feedback.",P1,S,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1383,https://github.com/router-for-me/CLIProxyAPI/issues/1383,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
