id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0085,docs-quickstarts,"Create/refresh provider quickstart derived from ""Need maintainer-handled codex translator compatibility for Responses compaction fields"" including setup, auth, model select, and sanity-check commands.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1667,https://github.com/router-for-me/CLIProxyAPI/issues/1667,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0086,responses-and-chat-compat,"Expand docs and examples for ""codex: usage_limit_reached (429) should honor resets_at/resets_in_seconds as next_retry_after"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1666,https://github.com/router-for-me/CLIProxyAPI/issues/1666,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0087,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""Concerns regarding the removal of Gemini Web support in the early stages of the project"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1665,https://github.com/router-for-me/CLIProxyAPI/issues/1665,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0088,thinking-and-reasoning,"Refactor implementation behind ""fix(claude): token exchange blocked by Cloudflare managed challenge on console.anthropic.com"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1659,https://github.com/router-for-me/CLIProxyAPI/issues/1659,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0089,responses-and-chat-compat,"Ensure rollout safety for ""Qwen Oauth fails"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1658,https://github.com/router-for-me/CLIProxyAPI/issues/1658,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0090,responses-and-chat-compat,"Standardize metadata and naming conventions touched by ""logs-max-total-size-mb does not account for per-day subdirectories"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1657,https://github.com/router-for-me/CLIProxyAPI/issues/1657,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0091,responses-and-chat-compat,"Follow up on ""All credentials for model claude-sonnet-4-6 are cooling down"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1655,https://github.com/router-for-me/CLIProxyAPI/issues/1655,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0092,integration-api-bindings,"Define non-subprocess integration path related to """"Please add claude-sonnet-4-6 to registered Claude models. Released 2026-02-15."""" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#1653,https://github.com/router-for-me/CLIProxyAPI/issues/1653,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0093,thinking-and-reasoning,"Operationalize ""Claude Sonnet 4.5 models are deprecated - please remove from panel"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1651,https://github.com/router-for-me/CLIProxyAPI/issues/1651,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0094,responses-and-chat-compat,"Convert ""Gemini API integration: incorrect renaming of 'parameters' to 'parametersJsonSchema'"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1649,https://github.com/router-for-me/CLIProxyAPI/issues/1649,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0095,go-cli-extraction,"Port relevant thegent-managed flow implied by ""codex 返回 Unsupported parameter: response_format"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1647,https://github.com/router-for-me/CLIProxyAPI/issues/1647,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0096,thinking-and-reasoning,"Expand docs and examples for ""Bug: Invalid JSON payload when tool_result has no content field (antigravity translator)"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1646,https://github.com/router-for-me/CLIProxyAPI/issues/1646,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0097,error-handling-retries,"Add QA scenarios for ""Docker Image Error"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1641,https://github.com/router-for-me/CLIProxyAPI/issues/1641,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0098,error-handling-retries,"Refactor implementation behind ""Google blocked my 3 email id at once"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1637,https://github.com/router-for-me/CLIProxyAPI/issues/1637,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0099,general-polish,"Ensure rollout safety for ""不同思路的 Antigravity 代理"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1633,https://github.com/router-for-me/CLIProxyAPI/issues/1633,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0100,cli-ux-dx,"Standardize metadata and naming conventions touched by ""是否支持微软账号的反代？"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1632,https://github.com/router-for-me/CLIProxyAPI/issues/1632,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0101,provider-model-registry,"Follow up on ""Google官方好像已经有检测并稳定封禁CPA反代Antigravity的方案了？"" by closing compatibility gaps and preventing regressions in adjacent providers.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1631,https://github.com/router-for-me/CLIProxyAPI/issues/1631,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0102,docs-quickstarts,"Create/refresh provider quickstart derived from ""Claude Sonnet 4.5 is no longer available. Please switch to Claude Sonnet 4.6."" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1630,https://github.com/router-for-me/CLIProxyAPI/issues/1630,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0103,provider-model-registry,"Operationalize ""codex 中 plus/team错误支持gpt-5.3-codex-spark 但实际上不支持"" with observability, alerting thresholds, and runbook updates.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1623,https://github.com/router-for-me/CLIProxyAPI/issues/1623,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0104,general-polish,"Convert ""Please add support for Claude Sonnet 4.6"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1622,https://github.com/router-for-me/CLIProxyAPI/issues/1622,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0105,thinking-and-reasoning,"Add DX polish around ""Question: applyClaudeHeaders() — how were these defaults chosen?"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1621,https://github.com/router-for-me/CLIProxyAPI/issues/1621,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0106,responses-and-chat-compat,"Expand docs and examples for ""[BUG] claude code 接入 cliproxyapi 使用时，模型的输出没有呈现流式，而是一下子蹦出来回答结果"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1620,https://github.com/router-for-me/CLIProxyAPI/issues/1620,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0107,oauth-and-authentication,"Add QA scenarios for ""[Feature Request] Session-Aware Hybrid Routing Strategy"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1617,https://github.com/router-for-me/CLIProxyAPI/issues/1617,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0108,responses-and-chat-compat,"Refactor implementation behind ""Any Plans to support Jetbrains IDE?"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1615,https://github.com/router-for-me/CLIProxyAPI/issues/1615,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0109,provider-model-registry,"Ensure rollout safety for ""[bug] codex oauth登录流程失败"" via feature flags, staged defaults, and migration notes.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1612,https://github.com/router-for-me/CLIProxyAPI/issues/1612,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0110,oauth-and-authentication,"Standardize metadata and naming conventions touched by ""qwen auth 里获取到了 qwen3.5，但是 ai 客户端获取不到这个模型"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1611,https://github.com/router-for-me/CLIProxyAPI/issues/1611,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0111,responses-and-chat-compat,"Follow up on ""fix: handle response.function_call_arguments.done in codex→claude streaming translator"" by closing compatibility gaps and preventing regressions in adjacent providers.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1609,https://github.com/router-for-me/CLIProxyAPI/issues/1609,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0112,thinking-and-reasoning,"Harden ""不能正确统计minimax-m2.5/kimi-k2.5的Token"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1607,https://github.com/router-for-me/CLIProxyAPI/issues/1607,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0113,general-polish,"Operationalize ""速速支持qwen code的qwen3.5"" with observability, alerting thresholds, and runbook updates.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1603,https://github.com/router-for-me/CLIProxyAPI/issues/1603,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0114,go-cli-extraction,"Port relevant thegent-managed flow implied by ""[Feature Request] Antigravity channel should support routing claude-haiku-4-5-20251001 model (used by Claude Code pre-flight checks)"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1596,https://github.com/router-for-me/CLIProxyAPI/issues/1596,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
